text,label
Name a movie with Omar Sharif[SEP]dbo:Website,0
Name a movie with Omar Sharif[SEP]dbo:Work,1
Name a movie with Omar Sharif[SEP]dbo:Biomolecule,0
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:Country,1
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:Department,0
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:State,1
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:Street,0
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:PopulatedPlace,1
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:SkiResort,0
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:Place,1
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:CelestialBody,0
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:Location,1
When did socialist state for contains administrative territorial entity of Beijing?[SEP]dbo:MeanOfTransportation,0
What award did Yaşar Kemal receive from Günter Grass?[SEP]dbo:Award,1
What award did Yaşar Kemal receive from Günter Grass?[SEP]dbo:Language,0
What league is the team Ospreys in?[SEP]dbo:SportsLeague,1
What league is the team Ospreys in?[SEP]dbo:PoliticalParty,0
What league is the team Ospreys in?[SEP]dbo:Organisation,1
What league is the team Ospreys in?[SEP]dbo:Family,0
What league is the team Ospreys in?[SEP]dbo:Agent,1
What league is the team Ospreys in?[SEP]dbo:SoccerClub,0
What was Anthony Perkins nominated for in his work in Friendly Persuasion?[SEP]dbo:Award,1
What was Anthony Perkins nominated for in his work in Friendly Persuasion?[SEP]dbo:Person,0
What is the citizenship of Erastus Wiman ?[SEP]dbo:Country,1
What is the citizenship of Erastus Wiman ?[SEP]dbo:Department,0
What is the citizenship of Erastus Wiman ?[SEP]dbo:PopulatedPlace,1
What is the citizenship of Erastus Wiman ?[SEP]dbo:SkiResort,0
What is the citizenship of Erastus Wiman ?[SEP]dbo:Place,1
What is the citizenship of Erastus Wiman ?[SEP]dbo:CelestialBody,0
What is the citizenship of Erastus Wiman ?[SEP]dbo:Location,1
What is the citizenship of Erastus Wiman ?[SEP]dbo:ChemicalSubstance,0
Who is the patron saint of the Knights Templar whose political office was held in Abbot?[SEP]dbo:Person,1
Who is the patron saint of the Knights Templar whose political office was held in Abbot?[SEP]dbo:Family,0
Who is the patron saint of the Knights Templar whose political office was held in Abbot?[SEP]dbo:Agent,1
Who is the patron saint of the Knights Templar whose political office was held in Abbot?[SEP]dbo:Museum,0
Name a song written by Lady Gaga.[SEP]dbo:Single,1
Name a song written by Lady Gaga.[SEP]dbo:Song,0
Name a song written by Lady Gaga.[SEP]dbo:MusicalWork,1
Name a song written by Lady Gaga.[SEP]dbo:Website,0
Name a song written by Lady Gaga.[SEP]dbo:Work,1
Name a song written by Lady Gaga.[SEP]dbo:CollegeCoach,0
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:City,1
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:HistoricalSettlement,0
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:Settlement,1
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:Department,0
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:PopulatedPlace,1
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:SkiResort,0
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:Place,1
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:CelestialBody,0
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:Location,1
Which city's mayor is married to Jean Marc Germain?[SEP]dbo:UnitOfWork,0
What college down shares a border with Munich?[SEP]dbo:City,1
What college down shares a border with Munich?[SEP]dbo:HistoricalSettlement,0
What college down shares a border with Munich?[SEP]dbo:Settlement,1
What college down shares a border with Munich?[SEP]dbo:Department,0
What college down shares a border with Munich?[SEP]dbo:PopulatedPlace,1
What college down shares a border with Munich?[SEP]dbo:SkiResort,0
What college down shares a border with Munich?[SEP]dbo:Place,1
What college down shares a border with Munich?[SEP]dbo:CelestialBody,0
What college down shares a border with Munich?[SEP]dbo:Location,1
What college down shares a border with Munich?[SEP]dbo:PublicService,0
What is the country whose leader is Donald Trump ?[SEP]dbo:Country,1
What is the country whose leader is Donald Trump ?[SEP]dbo:Department,0
What is the country whose leader is Donald Trump ?[SEP]dbo:State,1
What is the country whose leader is Donald Trump ?[SEP]dbo:Street,0
What is the country whose leader is Donald Trump ?[SEP]dbo:PopulatedPlace,1
What is the country whose leader is Donald Trump ?[SEP]dbo:SkiResort,0
What is the country whose leader is Donald Trump ?[SEP]dbo:Place,1
What is the country whose leader is Donald Trump ?[SEP]dbo:CelestialBody,0
What is the country whose leader is Donald Trump ?[SEP]dbo:Location,1
What is the country whose leader is Donald Trump ?[SEP]dbo:Language,0
Name the Fox TV show judged by Rand Jackson ?[SEP]dbo:TelevisionShow,1
Name the Fox TV show judged by Rand Jackson ?[SEP]dbo:Website,0
Name the Fox TV show judged by Rand Jackson ?[SEP]dbo:Work,1
Name the Fox TV show judged by Rand Jackson ?[SEP]dbo:UnitOfWork,0
What video game has the smallest amount of players and is free?[SEP]dbo:VideoGame,1
What video game has the smallest amount of players and is free?[SEP]dbo:VideoGame,0
What video game has the smallest amount of players and is free?[SEP]dbo:Software,1
What video game has the smallest amount of players and is free?[SEP]dbo:Website,0
What video game has the smallest amount of players and is free?[SEP]dbo:Work,1
What video game has the smallest amount of players and is free?[SEP]dbo:CollegeCoach,0
What tv show is created by Brian Graden?[SEP]dbo:TelevisionShow,1
What tv show is created by Brian Graden?[SEP]dbo:Website,0
What tv show is created by Brian Graden?[SEP]dbo:Work,1
What tv show is created by Brian Graden?[SEP]dbo:EthnicGroup,0
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:SoccerManager,1
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:SoccerManager,0
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:SportsManager,1
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:Architect,0
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:SoccerPlayer,1
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:Host,0
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:Person,1
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:Family,0
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:Agent,1
Who is the head coach of the teams in Middlesbrough FC?[SEP]dbo:TopicalConcept,0
What is the programme format of WWTR ?[SEP]dbo:Country,1
What is the programme format of WWTR ?[SEP]dbo:OfficeHolder,0
What is Diego Maradona's second Spanish family name and what position does he play?[SEP]dbo:Activity,1
What is Diego Maradona's second Spanish family name and what position does he play?[SEP]dbo:MusicalArtist,0
Who preceded Heraclius as the Byzantine emperor?[SEP]dbo:Person,1
Who preceded Heraclius as the Byzantine emperor?[SEP]dbo:Family,0
Who preceded Heraclius as the Byzantine emperor?[SEP]dbo:Agent,1
Who preceded Heraclius as the Byzantine emperor?[SEP]dbo:Work,0
tell me girl group contains the word virtue in their name[SEP]dbo:Band,1
tell me girl group contains the word virtue in their name[SEP]dbo:PoliticalParty,0
tell me girl group contains the word virtue in their name[SEP]dbo:Group,1
tell me girl group contains the word virtue in their name[SEP]dbo:SportsTeam,0
tell me girl group contains the word virtue in their name[SEP]dbo:Organisation,1
tell me girl group contains the word virtue in their name[SEP]dbo:Family,0
tell me girl group contains the word virtue in their name[SEP]dbo:Agent,1
tell me girl group contains the word virtue in their name[SEP]dbo:Flag,0
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:Country,1
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:Department,0
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:State,1
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:Street,0
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:PopulatedPlace,1
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:SkiResort,0
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:Place,1
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:CelestialBody,0
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:Location,1
The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province?[SEP]dbo:EthnicGroup,0
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:University,1
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:Library,0
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:EducationalInstitution,1
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:PoliticalParty,0
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:Organisation,1
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:Family,0
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:Agent,1
What is the faculty of Harvard Art Museum that has the subsidiary Jamie Dimon?[SEP]dbo:Disease,0
Who replaced Ernst Labin as chair of the International Skating Union?[SEP]dbo:Person,1
Who replaced Ernst Labin as chair of the International Skating Union?[SEP]dbo:Family,0
Who replaced Ernst Labin as chair of the International Skating Union?[SEP]dbo:Agent,1
Who replaced Ernst Labin as chair of the International Skating Union?[SEP]dbo:SoccerClub,0
List the guest of the show The Other Side (The Outer Limits)?[SEP]dbo:Person,1
List the guest of the show The Other Side (The Outer Limits)?[SEP]dbo:Family,0
List the guest of the show The Other Side (The Outer Limits)?[SEP]dbo:Agent,1
List the guest of the show The Other Side (The Outer Limits)?[SEP]dbo:PoliticalParty,0
Which river originate from limerick?[SEP]dbo:River,1
Which river originate from limerick?[SEP]dbo:River,0
Which river originate from limerick?[SEP]dbo:Stream,1
Which river originate from limerick?[SEP]dbo:Lake,0
Which river originate from limerick?[SEP]dbo:BodyOfWater,1
Which river originate from limerick?[SEP]dbo:Crater,0
Which river originate from limerick?[SEP]dbo:NaturalPlace,1
Which river originate from limerick?[SEP]dbo:SkiResort,0
Which river originate from limerick?[SEP]dbo:Place,1
Which river originate from limerick?[SEP]dbo:CelestialBody,0
Which river originate from limerick?[SEP]dbo:Location,1
Which river originate from limerick?[SEP]dbo:Flag,0
Who is the student of Luke Skywalker?[SEP]dbo:Work,1
Who is the student of Luke Skywalker?[SEP]dbo:PersonFunction,0
Who is the government that heads the workplace of Carl Theodor Dreyer?[SEP]dbo:Person,1
Who is the government that heads the workplace of Carl Theodor Dreyer?[SEP]dbo:Family,0
Who is the government that heads the workplace of Carl Theodor Dreyer?[SEP]dbo:Agent,1
Who is the government that heads the workplace of Carl Theodor Dreyer?[SEP]dbo:Language,0
What nomination did David Mitchell receive but ultimately lose to Kiran Desai?[SEP]dbo:Award,1
What nomination did David Mitchell receive but ultimately lose to Kiran Desai?[SEP]dbo:SoccerPlayer,0
What castle is located in Odessa?[SEP]dbo:Castle,1
What castle is located in Odessa?[SEP]dbo:ShoppingMall,0
What castle is located in Odessa?[SEP]dbo:Building,1
What castle is located in Odessa?[SEP]dbo:Zoo,0
What castle is located in Odessa?[SEP]dbo:ArchitecturalStructure,1
What castle is located in Odessa?[SEP]dbo:SkiResort,0
What castle is located in Odessa?[SEP]dbo:Place,1
What castle is located in Odessa?[SEP]dbo:CelestialBody,0
What castle is located in Odessa?[SEP]dbo:Location,1
What castle is located in Odessa?[SEP]dbo:TopicalConcept,0
What platform and software engine does Dota 2 use?[SEP]dbo:Software,1
What platform and software engine does Dota 2 use?[SEP]dbo:Website,0
